,id,group,slice,height,width,img_path,msk_path
954,kidney_1_dense_0954,kidney_1_dense,954,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0954.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0954.tif
955,kidney_1_dense_0955,kidney_1_dense,955,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0955.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0955.tif
956,kidney_1_dense_0956,kidney_1_dense,956,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0956.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0956.tif
957,kidney_1_dense_0957,kidney_1_dense,957,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0957.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0957.tif
958,kidney_1_dense_0958,kidney_1_dense,958,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0958.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0958.tif
959,kidney_1_dense_0959,kidney_1_dense,959,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0959.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0959.tif
960,kidney_1_dense_0960,kidney_1_dense,960,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0960.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0960.tif
961,kidney_1_dense_0961,kidney_1_dense,961,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0961.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0961.tif
962,kidney_1_dense_0962,kidney_1_dense,962,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0962.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0962.tif
963,kidney_1_dense_0963,kidney_1_dense,963,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0963.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0963.tif
964,kidney_1_dense_0964,kidney_1_dense,964,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0964.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0964.tif
965,kidney_1_dense_0965,kidney_1_dense,965,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0965.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0965.tif
966,kidney_1_dense_0966,kidney_1_dense,966,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0966.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0966.tif
967,kidney_1_dense_0967,kidney_1_dense,967,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0967.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0967.tif
968,kidney_1_dense_0968,kidney_1_dense,968,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0968.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0968.tif
969,kidney_1_dense_0969,kidney_1_dense,969,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0969.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0969.tif
970,kidney_1_dense_0970,kidney_1_dense,970,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0970.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0970.tif
971,kidney_1_dense_0971,kidney_1_dense,971,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0971.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0971.tif
972,kidney_1_dense_0972,kidney_1_dense,972,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0972.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0972.tif
973,kidney_1_dense_0973,kidney_1_dense,973,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0973.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0973.tif
974,kidney_1_dense_0974,kidney_1_dense,974,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0974.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0974.tif
975,kidney_1_dense_0975,kidney_1_dense,975,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0975.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0975.tif
976,kidney_1_dense_0976,kidney_1_dense,976,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0976.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0976.tif
977,kidney_1_dense_0977,kidney_1_dense,977,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0977.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0977.tif
978,kidney_1_dense_0978,kidney_1_dense,978,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0978.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0978.tif
979,kidney_1_dense_0979,kidney_1_dense,979,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0979.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0979.tif
980,kidney_1_dense_0980,kidney_1_dense,980,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0980.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0980.tif
981,kidney_1_dense_0981,kidney_1_dense,981,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0981.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0981.tif
982,kidney_1_dense_0982,kidney_1_dense,982,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0982.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0982.tif
983,kidney_1_dense_0983,kidney_1_dense,983,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0983.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0983.tif
984,kidney_1_dense_0984,kidney_1_dense,984,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0984.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0984.tif
985,kidney_1_dense_0985,kidney_1_dense,985,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0985.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0985.tif
986,kidney_1_dense_0986,kidney_1_dense,986,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0986.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0986.tif
987,kidney_1_dense_0987,kidney_1_dense,987,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0987.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0987.tif
988,kidney_1_dense_0988,kidney_1_dense,988,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0988.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0988.tif
989,kidney_1_dense_0989,kidney_1_dense,989,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0989.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0989.tif
990,kidney_1_dense_0990,kidney_1_dense,990,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0990.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0990.tif
991,kidney_1_dense_0991,kidney_1_dense,991,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0991.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0991.tif
992,kidney_1_dense_0992,kidney_1_dense,992,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0992.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0992.tif
993,kidney_1_dense_0993,kidney_1_dense,993,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0993.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0993.tif
994,kidney_1_dense_0994,kidney_1_dense,994,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0994.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0994.tif
995,kidney_1_dense_0995,kidney_1_dense,995,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0995.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0995.tif
996,kidney_1_dense_0996,kidney_1_dense,996,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0996.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0996.tif
997,kidney_1_dense_0997,kidney_1_dense,997,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0997.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0997.tif
998,kidney_1_dense_0998,kidney_1_dense,998,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0998.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0998.tif
999,kidney_1_dense_0999,kidney_1_dense,999,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/0999.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/0999.tif
1000,kidney_1_dense_1000,kidney_1_dense,1000,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1000.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1000.tif
1001,kidney_1_dense_1001,kidney_1_dense,1001,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1001.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1001.tif
1002,kidney_1_dense_1002,kidney_1_dense,1002,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1002.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1002.tif
1003,kidney_1_dense_1003,kidney_1_dense,1003,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1003.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1003.tif
1004,kidney_1_dense_1004,kidney_1_dense,1004,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1004.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1004.tif
1005,kidney_1_dense_1005,kidney_1_dense,1005,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1005.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1005.tif
1006,kidney_1_dense_1006,kidney_1_dense,1006,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1006.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1006.tif
1007,kidney_1_dense_1007,kidney_1_dense,1007,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1007.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1007.tif
1008,kidney_1_dense_1008,kidney_1_dense,1008,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1008.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1008.tif
1009,kidney_1_dense_1009,kidney_1_dense,1009,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1009.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1009.tif
1010,kidney_1_dense_1010,kidney_1_dense,1010,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1010.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1010.tif
1011,kidney_1_dense_1011,kidney_1_dense,1011,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1011.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1011.tif
1012,kidney_1_dense_1012,kidney_1_dense,1012,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1012.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1012.tif
1013,kidney_1_dense_1013,kidney_1_dense,1013,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1013.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1013.tif
1014,kidney_1_dense_1014,kidney_1_dense,1014,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1014.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1014.tif
1015,kidney_1_dense_1015,kidney_1_dense,1015,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1015.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1015.tif
1016,kidney_1_dense_1016,kidney_1_dense,1016,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1016.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1016.tif
1017,kidney_1_dense_1017,kidney_1_dense,1017,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1017.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1017.tif
1018,kidney_1_dense_1018,kidney_1_dense,1018,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1018.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1018.tif
1019,kidney_1_dense_1019,kidney_1_dense,1019,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1019.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1019.tif
1020,kidney_1_dense_1020,kidney_1_dense,1020,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1020.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1020.tif
1021,kidney_1_dense_1021,kidney_1_dense,1021,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1021.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1021.tif
1022,kidney_1_dense_1022,kidney_1_dense,1022,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1022.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1022.tif
1023,kidney_1_dense_1023,kidney_1_dense,1023,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1023.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1023.tif
1024,kidney_1_dense_1024,kidney_1_dense,1024,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1024.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1024.tif
1025,kidney_1_dense_1025,kidney_1_dense,1025,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1025.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1025.tif
1026,kidney_1_dense_1026,kidney_1_dense,1026,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1026.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1026.tif
1027,kidney_1_dense_1027,kidney_1_dense,1027,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1027.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1027.tif
1028,kidney_1_dense_1028,kidney_1_dense,1028,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1028.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1028.tif
1029,kidney_1_dense_1029,kidney_1_dense,1029,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1029.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1029.tif
1030,kidney_1_dense_1030,kidney_1_dense,1030,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1030.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1030.tif
1031,kidney_1_dense_1031,kidney_1_dense,1031,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1031.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1031.tif
1032,kidney_1_dense_1032,kidney_1_dense,1032,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1032.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1032.tif
1033,kidney_1_dense_1033,kidney_1_dense,1033,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1033.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1033.tif
1034,kidney_1_dense_1034,kidney_1_dense,1034,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1034.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1034.tif
1035,kidney_1_dense_1035,kidney_1_dense,1035,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1035.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1035.tif
1036,kidney_1_dense_1036,kidney_1_dense,1036,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1036.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1036.tif
1037,kidney_1_dense_1037,kidney_1_dense,1037,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1037.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1037.tif
1038,kidney_1_dense_1038,kidney_1_dense,1038,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1038.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1038.tif
1039,kidney_1_dense_1039,kidney_1_dense,1039,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1039.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1039.tif
1040,kidney_1_dense_1040,kidney_1_dense,1040,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1040.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1040.tif
1041,kidney_1_dense_1041,kidney_1_dense,1041,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1041.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1041.tif
1042,kidney_1_dense_1042,kidney_1_dense,1042,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1042.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1042.tif
1043,kidney_1_dense_1043,kidney_1_dense,1043,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1043.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1043.tif
1044,kidney_1_dense_1044,kidney_1_dense,1044,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1044.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1044.tif
1045,kidney_1_dense_1045,kidney_1_dense,1045,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1045.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1045.tif
1046,kidney_1_dense_1046,kidney_1_dense,1046,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1046.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1046.tif
1047,kidney_1_dense_1047,kidney_1_dense,1047,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1047.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1047.tif
1048,kidney_1_dense_1048,kidney_1_dense,1048,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1048.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1048.tif
1049,kidney_1_dense_1049,kidney_1_dense,1049,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1049.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1049.tif
1050,kidney_1_dense_1050,kidney_1_dense,1050,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1050.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1050.tif
1051,kidney_1_dense_1051,kidney_1_dense,1051,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1051.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1051.tif
1052,kidney_1_dense_1052,kidney_1_dense,1052,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1052.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1052.tif
1053,kidney_1_dense_1053,kidney_1_dense,1053,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1053.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1053.tif
1054,kidney_1_dense_1054,kidney_1_dense,1054,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1054.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1054.tif
1055,kidney_1_dense_1055,kidney_1_dense,1055,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1055.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1055.tif
1056,kidney_1_dense_1056,kidney_1_dense,1056,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1056.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1056.tif
1057,kidney_1_dense_1057,kidney_1_dense,1057,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1057.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1057.tif
1058,kidney_1_dense_1058,kidney_1_dense,1058,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1058.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1058.tif
1059,kidney_1_dense_1059,kidney_1_dense,1059,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1059.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1059.tif
1060,kidney_1_dense_1060,kidney_1_dense,1060,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1060.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1060.tif
1061,kidney_1_dense_1061,kidney_1_dense,1061,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1061.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1061.tif
1062,kidney_1_dense_1062,kidney_1_dense,1062,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1062.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1062.tif
1063,kidney_1_dense_1063,kidney_1_dense,1063,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1063.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1063.tif
1064,kidney_1_dense_1064,kidney_1_dense,1064,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1064.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1064.tif
1065,kidney_1_dense_1065,kidney_1_dense,1065,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1065.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1065.tif
1066,kidney_1_dense_1066,kidney_1_dense,1066,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1066.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1066.tif
1067,kidney_1_dense_1067,kidney_1_dense,1067,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1067.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1067.tif
1068,kidney_1_dense_1068,kidney_1_dense,1068,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1068.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1068.tif
1069,kidney_1_dense_1069,kidney_1_dense,1069,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1069.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1069.tif
1070,kidney_1_dense_1070,kidney_1_dense,1070,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1070.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1070.tif
1071,kidney_1_dense_1071,kidney_1_dense,1071,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1071.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1071.tif
1072,kidney_1_dense_1072,kidney_1_dense,1072,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1072.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1072.tif
1073,kidney_1_dense_1073,kidney_1_dense,1073,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1073.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1073.tif
1074,kidney_1_dense_1074,kidney_1_dense,1074,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1074.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1074.tif
1075,kidney_1_dense_1075,kidney_1_dense,1075,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1075.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1075.tif
1076,kidney_1_dense_1076,kidney_1_dense,1076,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1076.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1076.tif
1077,kidney_1_dense_1077,kidney_1_dense,1077,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1077.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1077.tif
1078,kidney_1_dense_1078,kidney_1_dense,1078,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1078.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1078.tif
1079,kidney_1_dense_1079,kidney_1_dense,1079,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1079.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1079.tif
1080,kidney_1_dense_1080,kidney_1_dense,1080,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1080.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1080.tif
1081,kidney_1_dense_1081,kidney_1_dense,1081,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1081.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1081.tif
1082,kidney_1_dense_1082,kidney_1_dense,1082,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1082.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1082.tif
1083,kidney_1_dense_1083,kidney_1_dense,1083,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1083.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1083.tif
1084,kidney_1_dense_1084,kidney_1_dense,1084,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1084.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1084.tif
1085,kidney_1_dense_1085,kidney_1_dense,1085,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1085.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1085.tif
1086,kidney_1_dense_1086,kidney_1_dense,1086,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1086.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1086.tif
1087,kidney_1_dense_1087,kidney_1_dense,1087,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1087.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1087.tif
1088,kidney_1_dense_1088,kidney_1_dense,1088,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1088.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1088.tif
1089,kidney_1_dense_1089,kidney_1_dense,1089,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1089.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1089.tif
1090,kidney_1_dense_1090,kidney_1_dense,1090,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1090.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1090.tif
1091,kidney_1_dense_1091,kidney_1_dense,1091,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1091.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1091.tif
1092,kidney_1_dense_1092,kidney_1_dense,1092,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1092.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1092.tif
1093,kidney_1_dense_1093,kidney_1_dense,1093,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1093.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1093.tif
1094,kidney_1_dense_1094,kidney_1_dense,1094,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1094.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1094.tif
1095,kidney_1_dense_1095,kidney_1_dense,1095,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1095.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1095.tif
1096,kidney_1_dense_1096,kidney_1_dense,1096,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1096.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1096.tif
1097,kidney_1_dense_1097,kidney_1_dense,1097,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1097.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1097.tif
1098,kidney_1_dense_1098,kidney_1_dense,1098,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1098.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1098.tif
1099,kidney_1_dense_1099,kidney_1_dense,1099,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1099.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1099.tif
1100,kidney_1_dense_1100,kidney_1_dense,1100,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1100.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1100.tif
1101,kidney_1_dense_1101,kidney_1_dense,1101,1303,912,blood-vessel-segmentation/train/kidney_1_dense/images/1101.tif,blood-vessel-segmentation/train/kidney_1_dense/labels/1101.tif
